X,Site code,Site_Name,Site type,Obs_Name,Song_Type,Obs_Code,Date,Season,Time_15,Time_30,Time_5,Total trees,Simpson index (All trees),Lantana density,% Farms (in 3 km buffer),% Forest (in 3 km buffer),Total population (in 3 km buffer)
34,AM_2,Amjhar,Unrestored,AM_SD11_20200219_064000-1,Song,2,20200219,Winter_2020,06:30,06:30,06:40,30,0.777777778,2,0.158799232,0.544625348,7157
35,AM_2,Amjhar,Unrestored,AM_SD11_20200219_064000-1,Contact,3,20200219,Winter_2020,06:30,06:30,06:40,30,0.777777778,2,0.158799232,0.544625348,7157
36,AM_2,Amjhar,Unrestored,AM_SD11_20200219_064000-1,Contact,4,20200219,Winter_2020,06:30,06:30,06:40,30,0.777777778,2,0.158799232,0.544625348,7157
37,AM_2,Amjhar,Unrestored,AM2_SD38_20210228_065000-6,Song,2,20210228,Winter_2021,06:45,06:30,06:50,30,0.777777778,2,0.158799232,0.544625348,7157
38,AM_2,Amjhar,Unrestored,AM2_SD38_20210228_065000-6,Song,3,20210228,Winter_2021,06:45,06:30,06:50,30,0.777777778,2,0.158799232,0.544625348,7157
39,AM_2,Amjhar,Unrestored,AM_SD11_20200220_073500-2,Song,1,20200220,Winter_2020,07:30,07:30,07:35,30,0.777777778,2,0.158799232,0.544625348,7157
40,AM_2,Amjhar,Unrestored,AM_SD11_20200220_073500-3,Song,1,20200220,Winter_2020,07:30,07:30,07:35,30,0.777777778,2,0.158799232,0.544625348,7157
41,AM_2,Amjhar,Unrestored,AM_SD11_20200220_073500-3,Song,2,20200220,Winter_2020,07:30,07:30,07:35,30,0.777777778,2,0.158799232,0.544625348,7157
42,AM_2,Amjhar,Unrestored,AM_SD11_20200220_073500-6,Song,1,20200220,Winter_2020,07:30,07:30,07:35,30,0.777777778,2,0.158799232,0.544625348,7157
43,AM_2,Amjhar,Unrestored,AM_SD11_20200220_073500-6,Contact,2,20200220,Winter_2020,07:30,07:30,07:35,30,0.777777778,2,0.158799232,0.544625348,7157
44,AM_2,Amjhar,Unrestored,AM_SD11_20200220_073500-6,Contact,3,20200220,Winter_2020,07:30,07:30,07:35,30,0.777777778,2,0.158799232,0.544625348,7157
45,AM_2,Amjhar,Unrestored,AM2_SD38_20210301_083000-4,Song,1,20210301,Winter_2021,08:30,08:30,08:30,30,0.777777778,2,0.158799232,0.544625348,7157
46,AM_2,Amjhar,Unrestored,AM2_SD38_20210301_083000-5,Song,1,20210301,Winter_2021,08:30,08:30,08:30,30,0.777777778,2,0.158799232,0.544625348,7157
47,AM_2,Amjhar,Unrestored,AM2_SD38_20210301_083000-5,Song,2,20210301,Winter_2021,08:30,08:30,08:30,30,0.777777778,2,0.158799232,0.544625348,7157
48,AM_2,Amjhar,Unrestored,AM2_SD38_20210223_082000-3,Song,1,20210223,Winter_2021,08:15,08:00,08:20,30,0.777777778,2,0.158799232,0.544625348,7157
49,AM_2,Amjhar,Unrestored,AM2_SD38_20210228_065000-6,Song,2,20210228,Winter_2021,06:45,06:30,06:50,30,0.777777778,2,0.158799232,0.544625348,7157
50,AM_2,Amjhar,Unrestored,AM2_SD38_20210228_073000-5,Song,1,20210228,Winter_2021,07:30,07:30,07:30,30,0.777777778,2,0.158799232,0.544625348,7157
51,AM_2,Amjhar,Unrestored,AM2_SD38_20210301_075000-2,Song,1,20210301,Winter_2021,07:45,07:30,07:50,30,0.777777778,2,0.158799232,0.544625348,7157
52,AM_2,Amjhar,Unrestored,AM2_SD38_20210228_071500-2,Song,1,20210228,Winter_2021,07:15,07:00,07:15,30,0.777777778,2,0.158799232,0.544625348,7157
53,AM_2,Amjhar,Unrestored,AM2_SD38_20210228_071500-2,Song,2,20210228,Winter_2021,07:15,07:00,07:15,30,0.777777778,2,0.158799232,0.544625348,7157
54,AM_2,Amjhar,Unrestored,AM2_SD38_20210301_075000-6,Contact,3,20210301,Winter_2021,07:45,07:30,07:50,30,0.777777778,2,0.158799232,0.544625348,7157
55,AM_2,Amjhar,Unrestored,AM2_SD38_20210301_075000-6,Song,2,20210301,Winter_2021,07:45,07:30,07:50,30,0.777777778,2,0.158799232,0.544625348,7157
56,AM_2,Amjhar,Unrestored,AM2_SD38_20210301_075000-6,Contact,1,20210301,Winter_2021,07:45,07:30,07:50,30,0.777777778,2,0.158799232,0.544625348,7157
57,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-6,Contact,2,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
58,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-6,Song,3,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
59,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-6,Song,6,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
60,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-6,Song,7,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
61,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-6,Song,5,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
62,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_075000-1,Song,2,20210104,Winter_2021,07:45,07:30,07:50,12,0.763888889,1,0.073744852,0.690538228,4111
63,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_075000-1,Song,1,20210104,Winter_2021,07:45,07:30,07:50,12,0.763888889,1,0.073744852,0.690538228,4111
64,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_075000-2,Song,1,20210104,Winter_2021,07:45,07:30,07:50,12,0.763888889,1,0.073744852,0.690538228,4111
65,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_075000-2,Song,1,20210104,Winter_2021,07:45,07:30,07:50,12,0.763888889,1,0.073744852,0.690538228,4111
66,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210106_073500-1,Contact,1,20210106,Winter_2021,07:30,07:30,07:35,12,0.763888889,1,0.073744852,0.690538228,4111
67,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210106_075000-6,Contact,2,20210106,Winter_2021,07:45,07:30,07:50,12,0.763888889,1,0.073744852,0.690538228,4111
68,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210106_075000-6,Contact,1,20210106,Winter_2021,07:45,07:30,07:50,12,0.763888889,1,0.073744852,0.690538228,4111
69,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210106_075000-6,Contact,3,20210106,Winter_2021,07:45,07:30,07:50,12,0.763888889,1,0.073744852,0.690538228,4111
70,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210108_071000-1,Contact,1,20210108,Winter_2021,07:00,07:00,07:10,12,0.763888889,1,0.073744852,0.690538228,4111
71,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210108_071000-1,Song,3,20210108,Winter_2021,07:00,07:00,07:10,12,0.763888889,1,0.073744852,0.690538228,4111
72,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210108_071000-1,Song,2,20210108,Winter_2021,07:00,07:00,07:10,12,0.763888889,1,0.073744852,0.690538228,4111
73,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210108_071000-3,Song,1,20210108,Winter_2021,07:00,07:00,07:10,12,0.763888889,1,0.073744852,0.690538228,4111
74,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210108_071000-3,Song,2,20210108,Winter_2021,07:00,07:00,07:10,12,0.763888889,1,0.073744852,0.690538228,4111
75,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210108_071000-4,Song,1,20210108,Winter_2021,07:00,07:00,07:10,12,0.763888889,1,0.073744852,0.690538228,4111
76,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210108_071000-5,Song,1,20210108,Winter_2021,07:00,07:00,07:10,12,0.763888889,1,0.073744852,0.690538228,4111
77,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210108_071000-5,Song,2,20210108,Winter_2021,07:00,07:00,07:10,12,0.763888889,1,0.073744852,0.690538228,4111
78,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-3,Contact,1,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
79,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-3,Contact,2,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
80,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-3,Contact,4,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
81,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-3,Contact,5,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
82,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-3,Contact,3,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
83,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-4,Contact,2,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
84,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-4,Contact,3,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
85,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-4,Contact,1,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
86,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-5,Contact,2,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
87,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-5,Contact,3,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
88,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-5,Contact,1,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
89,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210103_072500-6,Contact,1,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
90,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-1,Song,3,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
91,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-1,Song,1,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
92,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-1,Song,5,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
93,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-1,Song,2,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
94,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-1,Song,4,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
95,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-2,Song,1,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
96,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-2,Song,4,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
97,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-2,Song,2,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
98,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-2,Contact,4,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
99,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-2,Song,5,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
100,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-2,Song,6,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
101,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-2,Song,3,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
102,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-3,Contact,4,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
103,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-3,Song,5,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
104,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-3,Song,1,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
105,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-3,Contact,2,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
106,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-3,Song,3,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
107,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-3,Song,6,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
108,AO_1,Aroli_Benchmark,LLD,AO1_SD36_20210104_073000-6,Song,1,20210104,Winter_2021,07:30,07:30,07:30,12,0.763888889,1,0.073744852,0.690538228,4111
109,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210103_070000-4,Song,1,20210103,Winter_2021,07:00,07:00,07:00,12,0.763888889,1,0.073744852,0.690538228,4111
110,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210103_070000-4,Song,2,20210103,Winter_2021,07:00,07:00,07:00,12,0.763888889,1,0.073744852,0.690538228,4111
111,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210103_071000-2,Song,1,20210103,Winter_2021,07:00,07:00,07:10,12,0.763888889,1,0.073744852,0.690538228,4111
112,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210103_071000-2,Song,2,20210103,Winter_2021,07:00,07:00,07:10,12,0.763888889,1,0.073744852,0.690538228,4111
113,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210103_072500-6,Song,1,20210103,Winter_2021,07:15,07:00,07:25,12,0.763888889,1,0.073744852,0.690538228,4111
114,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_070000-1,Song,2,20210104,Winter_2021,07:00,07:00,07:00,12,0.763888889,1,0.073744852,0.690538228,4111
115,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_070000-1,Song,1,20210104,Winter_2021,07:00,07:00,07:00,12,0.763888889,1,0.073744852,0.690538228,4111
116,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_070000-2,Song,1,20210104,Winter_2021,07:00,07:00,07:00,12,0.763888889,1,0.073744852,0.690538228,4111
117,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_070000-2,Song,2,20210104,Winter_2021,07:00,07:00,07:00,12,0.763888889,1,0.073744852,0.690538228,4111
118,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_070000-3,Song,1,20210104,Winter_2021,07:00,07:00,07:00,12,0.763888889,1,0.073744852,0.690538228,4111
119,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_070000-5,Song,1,20210104,Winter_2021,07:00,07:00,07:00,12,0.763888889,1,0.073744852,0.690538228,4111
120,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_075500-2,Contact,2,20210104,Winter_2021,07:45,07:30,07:55,12,0.763888889,1,0.073744852,0.690538228,4111
121,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_075500-2,Contact,3,20210104,Winter_2021,07:45,07:30,07:55,12,0.763888889,1,0.073744852,0.690538228,4111
122,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_075500-2,Contact,1,20210104,Winter_2021,07:45,07:30,07:55,12,0.763888889,1,0.073744852,0.690538228,4111
123,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_075500-2,Contact,6,20210104,Winter_2021,07:45,07:30,07:55,12,0.763888889,1,0.073744852,0.690538228,4111
124,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_075500-2,Contact,4,20210104,Winter_2021,07:45,07:30,07:55,12,0.763888889,1,0.073744852,0.690538228,4111
125,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_075500-2,Contact,5,20210104,Winter_2021,07:45,07:30,07:55,12,0.763888889,1,0.073744852,0.690538228,4111
126,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_075500-2,Contact,7,20210104,Winter_2021,07:45,07:30,07:55,12,0.763888889,1,0.073744852,0.690538228,4111
127,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_075500-4,Contact,1,20210104,Winter_2021,07:45,07:30,07:55,12,0.763888889,1,0.073744852,0.690538228,4111
128,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210104_075500-4,Contact,1,20210104,Winter_2021,07:45,07:30,07:55,12,0.763888889,1,0.073744852,0.690538228,4111
129,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210106_073500-4,Song,1,20210106,Winter_2021,07:30,07:30,07:35,12,0.763888889,1,0.073744852,0.690538228,4111
130,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_065000-1,Song,1,20210108,Winter_2021,06:45,06:30,06:50,12,0.763888889,1,0.073744852,0.690538228,4111
131,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_065000-2,Song,2,20210108,Winter_2021,06:45,06:30,06:50,12,0.763888889,1,0.073744852,0.690538228,4111
132,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_065000-2,Song,1,20210108,Winter_2021,06:45,06:30,06:50,12,0.763888889,1,0.073744852,0.690538228,4111
133,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_065000-3,Song,1,20210108,Winter_2021,06:45,06:30,06:50,12,0.763888889,1,0.073744852,0.690538228,4111
134,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_065000-3,Song,2,20210108,Winter_2021,06:45,06:30,06:50,12,0.763888889,1,0.073744852,0.690538228,4111
135,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_065000-6,Song,1,20210108,Winter_2021,06:45,06:30,06:50,12,0.763888889,1,0.073744852,0.690538228,4111
136,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_065000-6,Song,2,20210108,Winter_2021,06:45,06:30,06:50,12,0.763888889,1,0.073744852,0.690538228,4111
137,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_072000-6,Song,2,20210108,Winter_2021,07:15,07:00,07:20,12,0.763888889,1,0.073744852,0.690538228,4111
138,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_072000-6,Song,1,20210108,Winter_2021,07:15,07:00,07:20,12,0.763888889,1,0.073744852,0.690538228,4111
139,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_082500-2,Song,1,20210108,Winter_2021,08:15,08:00,08:25,12,0.763888889,1,0.073744852,0.690538228,4111
140,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_082500-2,Song,2,20210108,Winter_2021,08:15,08:00,08:25,12,0.763888889,1,0.073744852,0.690538228,4111
141,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_082500-3,Song,2,20210108,Winter_2021,08:15,08:00,08:25,12,0.763888889,1,0.073744852,0.690538228,4111
142,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_082500-3,Song,1,20210108,Winter_2021,08:15,08:00,08:25,12,0.763888889,1,0.073744852,0.690538228,4111
143,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210108_082500-5,Song,1,20210108,Winter_2021,08:15,08:00,08:25,12,0.763888889,1,0.073744852,0.690538228,4111
144,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210109_065500-3,Contact,1,20210109,Winter_2021,06:45,06:30,06:55,12,0.763888889,1,0.073744852,0.690538228,4111
145,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210110_071000-1,Contact,1,20210110,Winter_2021,07:00,07:00,07:10,12,0.763888889,1,0.073744852,0.690538228,4111
146,AO_2,Aroli_Benchmark,LLD,AO2_SD02_20210109_065000-3,Contact,1,20210109,Winter_2021,06:45,06:30,06:50,12,0.763888889,1,0.073744852,0.690538228,4111
147,AO_FD_1,Aroli_FD_Removed,Restored,AO_FD_SD02_20200220_081500-1,Contact,1,20200220,Winter_2020,08:15,08:00,08:15,12,0.763888889,1,0.073744852,0.690538228,4111
148,AO_FD_1,Aroli_FD_Removed,Restored,AO_FD_SD02_20200220_081500-2,Song,2,20200220,Winter_2020,08:15,08:00,08:15,12,0.763888889,1,0.073744852,0.690538228,4111
149,AO_FD_1,Aroli_FD_Removed,Restored,AO_FD_SD02_20200220_081500-2,Song,1,20200220,Winter_2020,08:15,08:00,08:15,12,0.763888889,1,0.073744852,0.690538228,4111
150,AO_FD_1,Aroli_FD_Removed,Restored,AO_FD_SD02_20200220_081500-3,Song,1,20200220,Winter_2020,08:15,08:00,08:15,12,0.763888889,1,0.073744852,0.690538228,4111
